Survey Number,WIN,Alias,Date,Year,Month,Site #,SiteName,Repetition #,Site Length (ft),Stream Width (ft),Total Pool Length (ft),Discharge (cu ft/sec),Time Fished,Fish Number,Species Code,Total Length,szClass,Weight,Wild/Stocked,Stage,Sex,Mark Applied,Mark Present,Fingerling  Efficiency (%),Yearling Efficiency (%),Older Efficiency (%),GP Remarks,NYTME,NYTMN,Species Code,Number of Fish,Min Length (mm),Max Length (mm)
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,349,328,55,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,360,328,134,130,,Wild,Yearling,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,357,328,52,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,354,328,57,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,344,328,59,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,346,328,81,80,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,362,328,132,130,,Wild,Yearling,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,335,328,59,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,337,328,67,60,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,345,328,78,70,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,353,328,65,60,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,338,328,45,40,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,356,328,59,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,352,328,50,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,341,328,70,70,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,348,328,63,60,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,361,328,126,120,,Wild,Yearling,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,334,328,58,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,333,328,63,60,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,358,328,64,60,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,347,328,75,70,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,350,328,79,70,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,355,328,59,50,,Wild,Young of year,,,,66,50,,Shocked river left bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,440,328,80,80,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,436,328,59,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,470,328,66,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,441,328,63,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,452,328,74,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,439,328,64,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,447,328,66,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,453,328,71,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,461,328,75,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,462,328,65,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,465,328,52,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,449,328,71,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,459,328,70,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,468,328,51,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,463,328,58,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,442,328,58,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,455,328,65,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,438,328,72,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,432,328,70,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,472,328,54,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,435,328,71,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,474,328,112,110,,Wild,Yearling,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,458,328,84,80,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,460,328,66,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,473,328,137,130,,Wild,Yearling,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,451,328,67,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,454,328,66,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,444,328,80,80,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,445,328,65,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,471,328,67,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,448,328,70,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,456,328,72,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,467,328,56,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,469,328,63,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,446,328,61,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,443,328,67,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,433,328,71,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,466,328,63,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,457,328,80,80,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,437,328,60,60,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,464,328,59,50,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,434,328,79,70,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,450,328,82,80,,Wild,Young of year,,,,80,50,,Shocked river right bank,466174,4657864,,,,
417033,D-71,West Branch Delaware River,7/10/17,2017,7,02,Laurel,1,328,300,,704,0.23,,,,,,,,,,,50,66,,Shocked river left bank,466174,4657864,866,125,,
417033,D-71,West Branch Delaware River,7/10/17,2017,7,02,Laurel,1,328,300,,704,0.23,,,,,,,,,,,50,66,,Shocked river left bank,466174,4657864,596,2,,
417033,D-71,West Branch Delaware River,7/10/17,2017,7,02,Laurel,1,328,300,,704,0.23,,,,,,,,,,,50,66,,Shocked river left bank,466174,4657864,402,2,,
417033,D-71,West Branch Delaware River,8/21/17,2017,8,02,Laurel,1,328,300,,526,0.23,,,,,,,,,,,66,75,,Shocked river left bank,465174,4657864,207,2,,
417033,D-71,West Branch Delaware River,8/21/17,2017,8,02,Laurel,1,328,300,,526,0.23,,,,,,,,,,,66,75,,Shocked river left bank,465174,4657864,596,4,,
417033,D-71,West Branch Delaware River,8/21/17,2017,8,02,Laurel,1,328,300,,526,0.23,,,,,,,,,,,66,75,,Shocked river left bank,465174,4657864,598,2,,
417033,D-71,West Branch Delaware River,8/21/17,2017,8,02,Laurel,1,328,300,,526,0.23,,,,,,,,,,,66,75,,Shocked river left bank,465174,4657864,866,75,,
417033,D-71,West Branch Delaware River,8/21/17,2017,8,02,Laurel,1,328,300,,526,0.23,,,,,,,,,,,66,75,,Shocked river left bank,465174,4657864,377,2,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,,,,,,,,,,,66,50,,Shocked river left bank,466174,4657864,866,30,,
417033,D-71,West Branch Delaware River,9/25/17,2017,9,02,Laurel,1,328,300,,1030,0.18,,,,,,,,,,,66,50,,Shocked river left bank,466174,4657864,207,5,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,,,,,,,,,,,80,50,,Shocked river right bank,466174,4657864,866,30,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,,,,,,,,,,,80,50,,Shocked river right bank,466174,4657864,614,5,,
417033,D-71,West Branch Delaware River,10/23/17,2017,10,02,Laurel,1,328,300,,318,0.17,,,,,,,,,,,80,50,,Shocked river right bank,466174,4657864,207,2,,
417033,D-71,West Branch Delaware River,7/10/17,2017,7,03,Mens,1,328,175,,704,0.27,94,328,42,40,,Wild,Young of year,,,,66,33,,Shocked river right bank,465161,4654808,,,,
417033,D-71,West Branch Delaware River,7/10/17,2017,7,03,Mens,1,328,175,,704,0.27,66,328,48,40,,Wild,Young of year,,,,66,33,,Shocked river right bank,465161,4654808,,,,
